D.O.B.	Dam	Dam Genotype	Sire	Sire Genotype	Wean Date	Ear Tag	Sex	Genotype
09/11/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	9/15/2017	BA27274	M	B6/129 F1 KO/KO (F2)
09/11/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	9/15/2017	BA27275	M	B6/129 F1 KO/KO (F2)
09/11/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	9/15/2017	BA27276	M	B6/129 F1 KO/KO (F2)
8/16/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	9/8/2017	BA27277	F	Rex2 KO/KO (F4)
8/16/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	9/8/2017	BA27278	F	Rex2 KO/KO (F4)
8/16/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	9/8/2017	BA27279	F	Rex2 KO/KO (F4)
8/16/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	9/8/2017	BA27280	M	Rex2 KO/KO (F4)
8/16/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	9/8/2017	BA27281	M	Rex2 KO/KO (F4)
8/16/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	9/8/2017	BA27282	M	Rex2 KO/KO (F4)
8/16/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	9/8/2017	BA27283	M	Rex2 KO/KO (F4)
8/16/2017	T00431 T00432	Rex2 KO/KO (F3)	T00460	Rex2 KO/KO (F3)	9/8/2017	BA27284	M	Rex2 KO/KO (F4)
07/30/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	8/30/2017	BA27312	F	B6/129 F1 KO/KO (F2)
07/30/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	8/30/2017	BA27313	F	B6/129 F1 KO/KO (F2)
07/30/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	8/30/2017	BA27314	F	B6/129 F1 KO/KO (F2)
07/30/17	T00297	B6/129 F1 KO/KO	T00622	B6/129 F1 KO/KO	8/30/2017	BA27315	M	B6/129 F1 KO/KO (F2)
